X,Y,laser_frames,width,height,datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed,distance_3d,distance_travelled,bin
513001.0014477684,7541894.768794288,[0],2.896186666295613,1.6291049997912823,2021-01-08T08:48:25Z,00:00:02,15.31087767,67.99098117,622.8,0,15.31087767,67.99098117,622.8,0,15.310873519977092,67.99101068197771,0,0,"[0,100]"
513001.1286125346,7541894.668516713,NA,2.847652959346001,1.6018047896321257,2021-01-08T08:48:26Z,NA,NA,NA,NA,NA,15.31087842,67.99098408500001,622.8,1,15.310876548560868,67.99100977683015,0.16194588526754622,0.16194588526754622,"[0,100]"
513001.2556436651,7541894.568438352,NA,2.7991192523963893,1.5745045794729688,2021-01-08T08:48:27Z,00:00:04,15.31087917,67.990987,622.8,2,15.31087917,67.990987,622.8,2,15.310879573973,67.99100887347538,0.16171761341584154,0.32366349868338773,"[0,100]"
513001.3826236954,7541894.468218496,NA,2.7505855454467776,1.5472043693138122,2021-01-08T08:48:28Z,00:00:06,15.3109035,67.99098833,622.6,3,15.3109035,67.99098833,622.6,3,15.310882598146012,67.99100796885376,0.25723131152135825,0.580894810204746,"[0,100]"
513001.5096351607,7541894.367516429,NA,2.7020518384971655,1.5199041591546556,2021-01-08T08:48:29Z,NA,NA,NA,NA,NA,15.310904085,67.99098857999999,622.7,4,15.310885623012432,67.99100705990561,0.1904542427620853,0.7713490529668313,"[0,100]"
513001.6367605963,7541894.265991438,NA,2.6535181315475533,1.492603948995499,2021-01-08T08:48:30Z,00:00:07,15.31090467,67.99098883,622.8,5,15.31090467,67.99098883,622.8,5,15.31088865050478,67.9910061435713,0.19096648970916183,0.9623155426759932,"[0,100]"
513001.7640825386,7541894.16330281,NA,2.6049844245979417,1.465303738836342,2021-01-08T08:48:31Z,NA,NA,NA,NA,NA,15.310911585,67.990992,622.9,6,15.310891682555594,67.99100521679117,0.19171810386177335,1.1540336465377663,"[0,100]"
513001.8916835225,7541894.059109832,NA,2.55645071764833,1.4380035286771855,2021-01-08T08:48:32Z,00:00:09,15.3109185,67.99099517,623,7,15.3109185,67.99099517,623,7,15.31089472109739,67.99100427650555,0.19271270769417712,1.3467463542319436,"[0,100]"
513002.0196460841,7541893.953071792,NA,2.507917010698718,1.4107033185180289,2021-01-08T08:48:33Z,NA,NA,NA,NA,NA,15.310919085,67.9909965,623.05,8,15.3108977680627,67.99100331965484,0.1735467752633189,1.5202931294952626,"[0,100]"
513002.1480527596,7541893.8448479725,NA,2.4593833037491057,1.383403108358872,2021-01-08T08:48:34Z,00:00:11,15.31091967,67.99099783,623.1,9,15.31091967,67.99099783,623.1,9,15.310900825384056,67.99100234317932,0.1752160647398973,1.6955091942351601,"[0,100]"
513002.27698608424,7541893.7340976605,[10.23069],2.410849596799494,1.3561028981997154,2021-01-08T08:48:35Z,NA,NA,NA,NA,NA,15.31090925,67.99100325,623,10,15.310903894993976,67.99100134401937,0.1972040410616368,1.8927132352967968,"[0,100]"
513002.4065285945,7541893.620480145,NA,2.385385438862841,1.341779309360348,2021-01-08T08:48:36Z,00:00:15,15.31089883,67.99100867,622.9,11,15.31089883,67.99100867,622.9,11,15.31090697882499,67.99100031911533,0.19922399886116507,2.0919372341579616,"[0,100]"
513002.5367663958,7541893.50366081,NA,2.359921280926188,1.3274557205209807,2021-01-08T08:48:37Z,NA,NA,NA,NA,NA,15.310900415,67.99100917,623,12,15.310910078895706,67.9909992654621,0.20151586029296087,2.2934530944509226,"[0,100]"
513002.6677998702,7541893.383329425,NA,2.334457122989535,1.3131321316816136,2021-01-08T08:48:38Z,00:00:17,15.310902,67.99100967,623.1,13,15.310902,67.99100967,623.1,13,15.310913197569034,67.9909981802726,0.20408187982335813,2.4975349742742807,"[0,100]"
513002.79973296984,7541893.259181854,NA,2.308992965052882,1.2988085428422462,2021-01-08T08:48:39Z,NA,NA,NA,NA,NA,15.31090825,67.99100867,623.1,14,15.310916337293976,67.99099706081432,0.1811600455165916,2.6786950197908723,"[0,100]"
513002.9326696461,7541893.130913977,NA,2.2835288071162294,1.2844849540028789,2021-01-08T08:48:40Z,00:00:19,15.3109145,67.99100767,623.1,15,15.3109145,67.99100767,623.1,15,15.310919500519514,67.99099590435479,0.184729013259368,2.86342403305024,"[0,100]"
513003.0667138511,7541892.998221651,NA,2.2580646491795764,1.2701613651635115,2021-01-08T08:48:41Z,NA,NA,NA,NA,NA,15.31091275,67.99100492,623.1500000000001,16,15.31092268969465,67.99099470816145,0.19512842503191977,3.05855245808216,"[0,100]"
513003.2019695367,7541892.860800746,NA,2.2326004912429234,1.2558377763241442,2021-01-08T08:48:42Z,00:00:20,15.310911,67.99100217,623.2,17,15.310911,67.99100217,623.2,17,15.310925907268366,67.99099346950182,0.19919489343201796,3.257747351514178,"[0,100]"
513003.3385406555,7541892.718347135,NA,2.2071363333062703,1.241514187484777,2021-01-08T08:48:43Z,NA,NA,NA,NA,NA,15.31091361,67.99100444666666,623.2,18,15.310929155689676,67.99099218564336,0.1973441201130185,3.4550914716271963,"[0,100]"
513003.4765311589,7541892.570556678,NA,2.1816721753696173,1.2271905986454097,2021-01-08T08:48:44Z,NA,NA,NA,NA,NA,15.31091622,67.99100672333334,623.2,19,15.310932437407548,67.99099085385357,0.20219643475619264,3.657287906383389,"[0,100]"
513003.6160449996,7541892.417125254,[20.435554],2.1562080174329643,1.2128670098060423,2021-01-08T08:48:45Z,00:00:22,15.31091883,67.991009,623.2,20,15.31091883,67.991009,623.2,20,15.310935754870991,67.99098947139994,0.20737722537881223,3.8646651317622016,"[0,100]"
513003.7571861301,7541892.257748725,NA,2.177207411844152,1.2246791691623358,2021-01-08T08:48:46Z,00:00:24,15.31092383,67.99101317,623.1,21,15.31092383,67.99101317,623.1,21,15.310939110528995,67.99098803554998,0.2352056477597007,4.099870779521902,"[0,100]"
513003.9000585027,7541892.092122961,NA,2.1982068062553406,1.236491328518629,2021-01-08T08:48:47Z,NA,NA,NA,NA,NA,15.310932415,67.99101317,623.1,22,15.310942506830552,67.99098654357114,0.21873364754249836,4.3186044270644,"[0,100]"
513004.0447374467,7541891.920056825,NA,2.2192062006665285,1.2483034878749224,2021-01-08T08:48:48Z,00:00:26,15.310941,67.99101317,623.1,23,15.310941,67.99101317,623.1,23,15.310945945553833,67.99098499374571,0.2248082563188724,4.543412683383273,"[0,100]"
513004.19118379505,7541891.7418111805,NA,2.240205595077717,1.2601156472312156,2021-01-08T08:48:49Z,NA,NA,NA,NA,NA,15.31094,67.99101217,623.1,24,15.310949425793662,67.99098338841519,0.23069036078939836,4.774103044172671,"[0,100]"
513004.3393297578,7541891.557759895,NA,2.261204989488905,1.271927806587509,2021-01-08T08:48:50Z,00:00:28,15.310939,67.99101117,623.1,25,15.310939,67.99101117,623.1,25,15.310952945974062,67.9909817309359,0.23626701413735643,5.010370058310028,"[0,100]"
513004.4891075447,7541891.368276825,NA,2.282204383900093,1.2837399659438022,2021-01-08T08:48:51Z,NA,NA,NA,NA,NA,15.310937085,67.991008085,623.1,26,15.310956504519044,67.9909800246641,0.24153099014797733,5.251901048458005,"[0,100]"
513004.640449365,7541891.173735838,NA,2.303203778311281,1.2955521253000957,2021-01-08T08:48:52Z,00:00:30,15.31093517,67.991005,623.1,27,15.31093517,67.991005,623.1,27,15.310960099852618,67.99097827295616,0.24647625061364517,5.498377299071651,"[0,100]"
513004.7932874285,7541890.974510787,NA,2.3242031727224695,1.3073642846563889,2021-01-08T08:48:53Z,NA,NA,NA,NA,NA,15.310939835,67.991000665,623.1,28,15.310963730398791,67.99097647916827,0.2510977791792788,5.749475078250929,"[0,100]"
513004.9475539444,7541890.770975539,[29.934636],2.3452025671336574,1.3191764440126823,2021-01-08T08:48:54Z,00:00:32,15.3109445,67.99099633,623.1,29,15.3109445,67.99099633,623.1,29,15.310967394581578,67.99097464665682,0.25539137676675894,6.004866455017688,"[0,100]"
513005.1031811221,7541890.563503957,NA,2.349670131728664,1.3216894490973736,2021-01-08T08:48:55Z,NA,NA,NA,NA,NA,15.310938335,67.9909925,623.05,30,15.310971090824992,67.99097277877807,0.26412927790399676,6.2689957329216845,"[0,100]"
513005.2601011709,7541890.352469897,NA,2.3541376963236704,1.3242024541820647,2021-01-08T08:48:56Z,00:00:33,15.31093217,67.99098867,623,31,15.31093217,67.99098867,623,31,15.310974817553046,67.99097087888832,0.26769250343032175,6.536688236352006,"[0,100]"
513005.4182462996,7541890.138247224,NA,2.358605260918677,1.326715459266756,2021-01-08T08:48:57Z,NA,NA,NA,NA,NA,15.310938335,67.990984835,623.05,32,15.31097857318974,67.99096895034387,0.2709266238227101,6.807614860174716,"[0,100]"
513005.5775487174,7541889.921209804,NA,2.363072825513684,1.3292284643514471,2021-01-08T08:48:58Z,00:00:35,15.3109445,67.990981,623.1,33,15.3109445,67.990981,623.1,33,15.310982356159096,67.99096699650104,0.2738293298683448,7.081444190043062,"[0,100]"
513005.7378870647,7541889.701791241,NA,2.3675403901086907,1.3317414694361385,2021-01-08T08:48:59Z,NA,NA,NA,NA,NA,15.3109475,67.99097625,623.1,34,15.310986163611435,67.99096502125442,0.27175888468255066,7.353203074725612,"[0,100]"
